ticker,name,exchange
kelya,kelly services,nasdaq
kelyb,kelly services,nasdaq
kequ,kewaunee scientific corp.,nasdaq
kerx,keryx biopharmaceuticals,nasdaq
keyn,keynote systems,nasdaq
keyw,the keyw holding corp.,nasdaq
kffb,kentucky first federal bancorp,nasdaq
kfrc,kforce,nasdaq
kgji,kingold jewelry inc.,nasdaq
kins,kingstone companies inc,nasdaq
kior,kior inc.,nasdaq
kipo,keating capital inc.,nasdaq
kips,kips bay medical,nasdaq
kirk,kirkland's,nasdaq
klac,kla-tencor corp.,nasdaq
klic,kulicke and soffa industries,nasdaq
kmda,kamada ltd.,nasdaq
kndi,kandi technolgies,nasdaq
kona,kona grill,nasdaq
kone,kingtone wirelessinfo solution,nasdaq
kong,kongzhong corp.,nasdaq
kool,thermogenesis,nasdaq
kopn,kopin corp.,nasdaq
koss,koss corp.,nasdaq
krft,kraft foods group inc.,nasdaq
krny,kearny financial,nasdaq
ktcc,key tronic corp.,nasdaq
ktec,key technology,nasdaq
ktos,kratos defense & security solutions,nasdaq
kutv,ku6 media co.,nasdaq
kvhi,kvh industries,nasdaq
kweb,kraneshares csi china internet,nasdaq
kyth,kythera biopharmaceuticals inc,nasdaq
labc,louisiana bancorp,nasdaq
labl,multi-color corp.,nasdaq
laco,lakes entertainment,nasdaq
lake,lakeland industries,nasdaq
lamr,lamar advertising company,nasdaq
lanc,lancaster colony corp.,nasdaq
land,gladstone land corporation,nasdaq
lark,landmark bancorp inc.,nasdaq
laws,lawson products,nasdaq
layn,layne christensen company,nasdaq
lbai,lakeland bancorp,nasdaq
lbix,leading brands inc,nasdaq
lbtya,liberty global,nasdaq
lbtyb,liberty global,nasdaq
lbtyk,liberty global,nasdaq
lcav,lca-vision inc.,nasdaq
lcnb,lcnb corporation,nasdaq
lcut,lifetime brands,nasdaq
leap,leap wireless international,nasdaq
leco,lincoln electric holdings,nasdaq
ledr,market leader inc,nasdaq
leds,semileds corp.,nasdaq
lfus,littelfuse,nasdaq
lfvn,lifevantage corp,nasdaq
lgcy,legacy reserves lp,nasdaq
lgnd,ligand pharmaceuticals inc.,nasdaq
lhcg,lhc group,nasdaq
life,life technologies corp.,nasdaq
lime,lime energy co.,nasdaq
linc,lincoln educational services corp.,nasdaq
line,linn energy llc,nasdaq
linta,liberty media corp.,nasdaq
lintb,liberty media corp.,nasdaq
lion,fidelity southern corp.,nasdaq
liox,lionbridge technologies,nasdaq
liqd,liquid holdings group inc.,nasdaq
live,livedeal,nasdaq
liwa,lihua international,nasdaq
lkfn,lakeland financial corp.,nasdaq
lkq,lkq corp.,nasdaq
llen,l&l energy,nasdaq
llnw,limelight networks,nasdaq
lltc,linear technology corp.,nasdaq
lmat,lemaitre vascular,nasdaq
lmca,liberty media corp. series a,nasdaq
lmcb,liberty media corporation,nasdaq
lmia,lmi aerospace,nasdaq
lmnr,limoneira co,nasdaq
lmnx,luminex corp.,nasdaq
lmos,lumos networks corp.,nasdaq
lnbb,lnb bancorp,nasdaq
lnce,lance,nasdaq
lnco,linn co llc,nasdaq
lndc,landec corp.,nasdaq
loan,manhattan bridge capital inc,nasdaq
locm,local corporation,nasdaq
logi,logitech international s.a.,nasdaq
logm,logmein,nasdaq
lojn,lojack corp.,nasdaq
long,elong,nasdaq
look,looksmart,nasdaq
lope,grand canyon education,nasdaq
lorl,loral space and communications,nasdaq
lpdx,liposcience inc.,nasdaq
lphi,life partners holdings inc,nasdaq
lpla,lpl investment holdings inc.,nasdaq
lpnt,lifepoint hospitals,nasdaq
lpsb,laporte bancorp,nasdaq
lpsn,liveperson,nasdaq
lpth,lightpath technologies,nasdaq
lptn,lpath inc,nasdaq
lqdt,liquidity services,nasdaq
lrad,lrad corp.,nasdaq
lrcx,lam research corp.,nasdaq
lsbi,lsb financial,nasdaq
lsbk,lake shore bancorp,nasdaq
lscc,lattice semiconductor corp.,nasdaq
lsi,lsi logic corp.,nasdaq
lstr,landstar system,nasdaq
ltbr,lightbridge corp.,nasdaq
lton,linktone ltd,nasdaq
ltre,learning tree international,nasdaq
ltrx,lantronix,nasdaq
ltxc,ltx-credence corp.,nasdaq
lulu,lululemon athletica inc.,nasdaq
luna,luna innovations inc.,nasdaq
lvnta,liberty interactive corporation,nasdaq
lvntb,liberty interactive corporation,nasdaq
lway,lifeway foods,nasdaq
lxrx,lexicon pharmaceuticals,nasdaq
lyts,lsi industries inc.,nasdaq
mack,merrimack pharmaceuticals inc.,nasdaq
mag,magnetek,nasdaq
mags,magal security systems ltd,nasdaq
mako,mako surgical,nasdaq
mams,mam software group inc,nasdaq
manh,manhattan associates,nasdaq
mant,mantech international corp.,nasdaq
mark,remark media inc,nasdaq
marps,marine petroleum trust,nasdaq
masc,material sciences corp.,nasdaq
masi,masimo corp.,nasdaq
mat,mattel,nasdaq
matr,mattersight corp,nasdaq
matw,matthews international corp.,nasdaq
maxy,maxygen,nasdaq
mays,j. w. mays,nasdaq
mbfi,mb financial inc.,nasdaq
mbii,marrone bio innovations inc.,nasdaq
mbis,mediabistro inc.,nasdaq
mblx,metabolix,nasdaq
mbnd,multiband corp.,nasdaq
mbrg,middleburg financial corp.,nasdaq
mbtf,m b t financial corp,nasdaq
mbvt,merchants bancshares,nasdaq
mbwm,mercantile bank corp.,nasdaq
mcbc,macatawa bank corp.,nasdaq
mcbi,metrocorp bancshares,nasdaq
mcbk,madison county financial inc.,nasdaq
mcep,mid-con energy partners lp,nasdaq
mcgc,mcg capital corp.,nasdaq
mchp,microchip technology inc.,nasdaq
mchx,marchex,nasdaq
mcox,mecox lane limited,nasdaq
mcri,monarch casino & resort,nasdaq
mcrl,micrel inc.,nasdaq
mcrs,micros systems,nasdaq
mdas,medassets,nasdaq
mdca,mdc partners inc.,nasdaq
mdci,medical action industries inc.,nasdaq
mdco,the medicines company,nasdaq
mdiv,first trust exchange-traded fun,nasdaq
mdlz,mondelez international inc. cl a,nasdaq
mdrx,allscripts healthcare solutions,nasdaq
mdso,medidata solutions,nasdaq
mdvn,medivation,nasdaq
mdxg,mimedx group inc,nasdaq
mead,meade instruments,nasdaq
meas,measurement specialties,nasdaq
meil,methes energies international l,nasdaq
meilw,methes energies international l,nasdaq
meilz,methes energies international l,nasdaq
meip,mei pharma inc,nasdaq
mela,mela sciences inc,nasdaq
meli,mercadolibre,nasdaq
memp,memorial production partners lp,nasdaq
mems,memsic,nasdaq
ment,mentor graphics corp.,nasdaq
meoh,methanex corp.,nasdaq
merc,mercer international inc.,nasdaq
meru,meru networks,nasdaq
metr,metro bancorp inc,nasdaq
mfi,microfinancial inc.,nasdaq
mflr,mayflower bancorp,nasdaq
mflx,multi-fineline electronix,nasdaq
mfnc,mackinac financial corp.,nasdaq
mfri,mfri,nasdaq
mfrm,mattress firm holding corp.,nasdaq
mfsf,mutualfirst financial inc.,nasdaq
mgam,multimedia games,nasdaq
mgcd,mgc diagnostics corp.,nasdaq
mgee,mge energy inc.,nasdaq
mgi,moneygram international,nasdaq
mgic,magic software enterprises ltd,nasdaq
mgln,magellan health services,nasdaq
mgpi,mgp ingredients,nasdaq
mgrc,mcgrath rentcorp,nasdaq
mgyr,magyar bancorp,nasdaq
mhgc,morgans hotel group co.,nasdaq
mhld,maiden hldgs ltd,nasdaq
mict,micronet enertec technologies inc.,nasdaq
mictw,micronet enertec technologies,nasdaq
midd,the middleby corp.,nasdaq
mind,mitcham industries,nasdaq
mini,mobile mini,nasdaq
mitk,mitek systems inc,nasdaq
mitl,mitel networks corp.,nasdaq
mksi,mks instruments,nasdaq
mktg,responsys inc.,nasdaq
mkto,marketo inc.,nasdaq
mktx,marketaxess holdings,nasdaq
mlab,mesa laboratories,nasdaq
mlhr,herman miller,nasdaq
mlnk,moduslink global solutions inc,nasdaq
mlnx,mellanox technologies,nasdaq
mlvf,malvern federal bancorp,nasdaq
mmlp,martin midstream partners l.p.,nasdaq
mmsi,merit medical systems,nasdaq
mmyt,makemytrip limited,nasdaq
mndl,mandalay media inc,nasdaq
mndo,mind c.t.i. ltd,nasdaq
mnga,magnegas corporation,nasdaq
mnkd,mannkind corp.,nasdaq
mnov,medicinova,nasdaq
mnrk,monarch financial holdings,nasdaq
mnro,monro muffler brake,nasdaq
mnst,monster beverage corp,nasdaq
mnta,momenta pharmaceuticals,nasdaq
mntg,mtr gaming group,nasdaq
mntx,manitex international,nasdaq
mobi,sky-mobi limited,nasdaq
moco,mocon,nasdaq
mofg,midwestone financial group,nasdaq
molx,molex inc.,nasdaq
molxa,molex inc.,nasdaq
morn,morningstar,nasdaq
mosy,mosys,nasdaq
move,move inc,nasdaq
mpaa,motorcar parts of america,nasdaq
mpac,mod-pac,nasdaq
mpb,mid penn bancorp,nasdaq
mpel,melco crown entertainment limited,nasdaq
mpet,magellan petroleum corp.,nasdaq
mpwr,monolithic power systems,nasdaq
mrcc,monroe capital corporation,nasdaq
mrcy,mercury computer systems,nasdaq
mrge,merge healthcare incorporated.,nasdaq
mrln,marlin business services,nasdaq
mrtn,marten transport,nasdaq
mrtx,mirati therapeutics inc.,nasdaq
mrvl,marvell technology group,nasdaq
msbf,msb financial,nasdaq
mscc,microsemi corp.,nasdaq
msex,middlesex water company,nasdaq
msfg,mainsource financial group,nasdaq
msft,microsoft corp.,nasdaq
msg,madison square garden,nasdaq
msli,merus labs international inc. co,nasdaq
mson,misonix,nasdaq
mspd,mindspeed technologies,nasdaq
mstr,microstrategy inc.,nasdaq
mtex,mannatech inc.,nasdaq
mtge,american capital mortgage inves,nasdaq
mtrx,matrix service company,nasdaq
mtsc,mts systems corp.,nasdaq
mtsi,m/a-com technology solutions ho,nasdaq
mtsl,mer telemanagement solutions ltd,nasdaq
mtsn,mattson technology,nasdaq
mu,micron technology,nasdaq
mvis,microvision,nasdaq
mwiv,mwi veterinary supply,nasdaq
mwrx,medworth acquisition corp.,nasdaq
mxim,maxim integrated products,nasdaq
mxwl,maxwell technologies,nasdaq
mygn,myriad genetics,nasdaq
myl,mylan inc.,nasdaq
myrg,myr group,nasdaq
mzor,mazor robotics ltd.,nasdaq
nafc,nash-finch company,nasdaq
naii,natural alternatives international,nasdaq
nano,nanometrics inc.,nasdaq
nasb,nasb financial inc.,nasdaq
nath,nathan's famous,nasdaq
nati,national instruments corp.,nasdaq
natl,national interstate corp.,nasdaq
natr,nature's sunshine products,nasdaq
nauh,national american university holdings,nasdaq
navg,the navigators group,nasdaq
navr,navarre corp.,nasdaq
nbbc,newbridge bancorp,nasdaq
nbcb,first nbc bank holding company,nasdaq
nbix,neurocrine biosciences,nasdaq
nbn,northeast bancorp,nasdaq
nbs,neostem,nasdaq
nbtb,nbt bancorp inc.,nasdaq
nbtf,nb&t financial group inc,nasdaq
ncbc,new century bancorp inc. [nc],nasdaq
ncit,nci,nasdaq
nclh,norwegian cruise line holdings,nasdaq
ncmi,national cinemedia,nasdaq
ncty,the9 limited,nasdaq
ndaq,the nasdaq omx group,nasdaq
ndls,noodles & company,nasdaq
ndsn,nordson corp.,nasdaq
necb,northeast community bancorp,nasdaq
neo,neogenomics inc,nasdaq
neog,neogen corp.,nasdaq
neon,neonode inc.,nasdaq
nept,neptune technologies & bioresources inc,nasdaq
netc,net servicos de comunicacao s.a.,nasdaq
nete,net element inc.,nasdaq
newl,newlead holdings ltd,nasdaq
newp,newport corp.,nasdaq
news,newstar financial,nasdaq
newt,newtek business services inc.,nasdaq
nfbk,northfield bancorp,nasdaq
nfec,nf energy saving corp.,nasdaq
nflx,netflix,nasdaq
nfsb,newport bancorp,nasdaq
ngpc,ngp capital resources company,nasdaq
nhtb,new hampshire thrift bancshares,nasdaq
nice,nice-systems limited,nasdaq
nick,nicholas financial,nasdaq
nihd,nii holdings,nasdaq
nile,blue nile,nasdaq
nine,ninetowns internet technology group,nasdaq
nksh,national bankshares,nasdaq
nktr,nektar therapeutics,nasdaq
nlnk,newlink genetics corporation,nasdaq
nlst,netlist,nasdaq
nmrx,numerex,nasdaq
nnbr,nn inc.,nasdaq
novb,north valley bancorp,nasdaq
npbc,national penn bancshares,nasdaq
npsp,nps pharmaceuticals,nasdaq
nrcia,national research corporation,nasdaq
nrcib,national research corporation,nasdaq
nrim,northrim bancorp inc,nasdaq
nsec,national security group,nasdaq
nsit,insight enterprises,nasdaq
nsph,nanosphere,nasdaq
nssc,napco security technologies,nasdaq
nstg,nanostring technologies inc.,nasdaq
nsys,nortech systems inc.,nasdaq
ntap,netapp,nasdaq
ntct,netscout systems,nasdaq
ntes,netease inc,nasdaq
ntgr,netgear,nasdaq
ntic,northern technologies international,nasdaq
ntk,nortek inc,nasdaq
ntls,ntelos holdings,nasdaq
ntri,nutrisystem inc,nasdaq
ntrs,northern trust corp.,nasdaq
ntsc,national technical systems,nasdaq
ntwk,netsol technologies inc.,nasdaq
nuan,nuance communications,nasdaq
nucl,s&p global nuclear energy index ishares,nasdaq
nuro,neurometrix,nasdaq
nutr,nutraceutical international corp.,nasdaq
nuva,nuvasive,nasdaq
nvax,novavax,nasdaq
nvda,nvidia corp.,nasdaq
nvdq,novadaq technologies,nasdaq
nvec,nve corp.,nasdaq
nveeu,nv5 holdings inc.,nasdaq
nvgn,novogen limited,nasdaq
nvmi,nova measuring instruments ltd,nasdaq
nvsl,naugatuck valley financial corp.,nasdaq
nvtl,novatel wireless,nasdaq
nwbi,northwest bancshares,nasdaq
nwbo,northwest bioth new,nasdaq
nwbow,northwest biotherapeutics wt,nasdaq
nwfl,norwood financial,nasdaq
nwli,national western life insurance,nasdaq
nwpx,northwest pipe company,nasdaq
nws,news corp class b,nasdaq
nwsa,news corp class a,nasdaq
nxpi,nxp semiconductors n.v.,nasdaq
nxst,nexstar broadcasting group,nasdaq
nxtm,nxstage medical,nasdaq
nymt,new york mortgage trust,nasdaq
nymtp,new york mortgage trust inc.,nasdaq
nymx,nymox pharmaceutical corp.,nasdaq
nyny,empire resorts,nasdaq
oabc,omniamerican bancorp,nasdaq
obaf,oba financial services,nasdaq
obas,optibase ltd,nasdaq
obci,ocean bio-chem,nasdaq
occ,optical cable corp.,nasdaq
ocfc,oceanfirst financial,nasdaq
oclr,oclaro,nasdaq
ocls,oculus innovative sciences,nasdaq
ocrx,ocera therapeutics inc.,nasdaq
ocz,ocz technology group inc,nasdaq
odfl,old dominion freight line,nasdaq
ofed,oconee federal financial,nasdaq
ofix,orthofix international n.v.,nasdaq
oflx,omega flex,nasdaq
ofs,ofs capital corporation,nasdaq
ogxi,oncogenex pharmaceuticals inc.,nasdaq
ohrp,ohr pharmaceutical inc.,nasdaq
oiim,o2micro international limited,nasdaq
oink,tianli agritech,nasdaq
oksb,southwest bancorp,nasdaq
oksbp,southwest bancorp,nasdaq
olbk,old line bancshares,nasdaq
oled,universal display corp.,nasdaq
omab,grupo aeroportuario del centro,nasdaq
omcl,omnicell,nasdaq
omed,oncomed pharmaceuticals inc.,nasdaq
omer,omeros corp.,nasdaq
omex,odyssey marine exploration,nasdaq
onb,old national bancorp capital,nasdaq
oncy,oncolytics biotech,nasdaq
oneq,nasdaq composite tracking fidelity,nasdaq
onfc,oneida financial,nasdaq
onnn,on semiconductor corp.,nasdaq
ontx,onconova therapeutics inc.,nasdaq
onty,oncothyreon inc,nasdaq
onvi,onvia inc,nasdaq
onxx,onyx pharmaceuticals,nasdaq
opay,tier technologies,nasdaq
open,opentable,nasdaq
ophc,optimumbank holdings,nasdaq
oplk,oplink communications,nasdaq
opof,old point financial corp.,nasdaq
optr,optimer pharmaceuticals,nasdaq
optt,ocean power technologies,nasdaq
opxa,opexa therapeutics,nasdaq
orbc,orbcomm inc.,nasdaq
orbk,orbotech ltd,nasdaq
orbt,orbit international corp.,nasdaq
orex,orexigen therapeutics,nasdaq
orig,ocean rig udw inc.,nasdaq
orit,oritani financial,nasdaq
orly,o'reilly automotive,nasdaq
ormp,oramed pharmaceuticl,nasdaq
orrf,orrstown financial services inc,nasdaq
osbc,old second bancorp,nasdaq
osbcp,old second bancorp,nasdaq
oshc,ocean shore holding co.,nasdaq
osir,osiris therapeutics,nasdaq
osis,osi systems,nasdaq
osm,slm corp.,nasdaq
osn,ossen innovation co.,nasdaq
ostk,overstock.com,nasdaq
osur,orasure technologies,nasdaq
otel,otelco inc. class a,nasdaq
otex,open text corp.,nasdaq
otiv,on track innovations ltd,nasdaq
ottr,otter tail corp.,nasdaq
outr,outerwall inc.,nasdaq
ovas,ovascience,nasdaq
ovbc,ohio valley banc,nasdaq
ovly,oak valley bancorp [ca],nasdaq
ovrl,overland storage,nasdaq
ovti,omnivision technologies,nasdaq
oxbt,oxygen biotherapeutics,nasdaq
oxgn,oxigene inc,nasdaq
oxlc,oxford lane capital,nasdaq
oxlco,oxford lane capital corp.,nasdaq
oxlcp,oxford lane capital corp.,nasdaq
ozrk,bank of the ozarks,nasdaq
paas,pan american silver,nasdaq
pacb,pacific biosciences of california,nasdaq
pacq,prime acquisition corp.,nasdaq
pacqw,prime acquisition corp.,nasdaq
pacr,pacer international,nasdaq
pact,pactera technology international ltd.,nasdaq
pacw,pacwest bancorp,nasdaq
pagg,global agriculture powershares,nasdaq
pamt,parametric sound,nasdaq
path,nupathe inc.,nasdaq
patk,patrick industries,nasdaq
patr,patriot transportation holding,nasdaq
payx,paychex,nasdaq
pbcp,polonia bancorp [pa],nasdaq
pbct,people's united financial,nasdaq
pbhc,pathfinder bancorp,nasdaq
pbib,porter bancorp,nasdaq
pbip,prudential bancorp of pennsylvania,nasdaq
pbmd,prima biomed ltd,nasdaq
pbsk,poage bankshares inc.,nasdaq
pcar,paccar inc.,nasdaq
pcbk,pacific continental corporation [ore],nasdaq
pccc,pc connection,nasdaq
pch,potlatch corp.,nasdaq
pcln,priceline.com inc.,nasdaq
pcmi,pcm inc.,nasdaq
pco,pendrell corp,nasdaq
pcom,points international,nasdaq
pcrx,pacira pharmaceuticals,nasdaq
pcti,pc-tel,nasdaq
pcyc,pharmacyclics,nasdaq
pcyo,pure cycle corp.,nasdaq
pdce,pdc energy inc,nasdaq
pdco,patterson companies inc.,nasdaq
pdex,pro-dex,nasdaq
pdfs,pdf solutions,nasdaq
pdii,pdi,nasdaq
pdli,pdl biopharma,nasdaq
pebk,peoples bancorp of north carolina,nasdaq
pebo,peoples bancorp inc.,nasdaq
pega,pegasystems inc.,nasdaq
peix,pacific ethanol,nasdaq
penn,penn national gaming,nasdaq
penx,penford corp.,nasdaq
peop,peoples federal bancshares,nasdaq
perf,perfumania holdings inc,nasdaq
peri,perion network ltd,nasdaq
pery,perry ellis international inc.,nasdaq
pesi,perma-fix environmental services,nasdaq
petm,petsmart inc,nasdaq
pets,petmed express,nasdaq
petx,aratana therapeutics inc.,nasdaq
pfbc,preferred bank,nasdaq
pfbi,premier financial bancorp,nasdaq
pfbx,peoples financial corp.,nasdaq
pfin,p & f industries,nasdaq
pflt,pennantpark floating rate capit,nasdaq
pfmt,performant financial corp.,nasdaq
pfpt,proofpoint inc.,nasdaq
pfsw,pfsweb,nasdaq
pgc,peapack-gladstone financial corp.,nasdaq
pgnx,progenics pharmaceuticals inc.,nasdaq
pgrx,prospect global resources inc,nasdaq
pgti,pgt,nasdaq
phii,phi inc,nasdaq
phiik,phi,nasdaq
phmd,photomedex,nasdaq
pico,pico holdings inc.,nasdaq
pkbk,parke bancorp,nasdaq
pkoh,park-ohio holdings,nasdaq
pkt,procera networks,nasdaq
plab,photronics,nasdaq
plbc,plumas bancorp,nasdaq
plcc,paulson capital,nasdaq
plce,the children's place retail stores,nasdaq
plcm,polycom,nasdaq
plmt,palmetto bancshs sc,nasdaq
plnr,planar systems,nasdaq
plpc,preformed line products company,nasdaq
plpm,planet payment,nasdaq
pltm,ise global platinum index first trust,nasdaq
plug,plug power,nasdaq
plus,eplus inc.,nasdaq
plxs,plexus,nasdaq
plxt,plx technology,nasdaq
pmbc,pacific mercantile bancorp,nasdaq
pmcs,pmc - sierra,nasdaq
pmd,psychemedics corp.,nasdaq
pme,sentry select primary metals corp.,nasdaq
pmfg,pmfg,nasdaq
pmna,mena frontier countries powershares,nasdaq
pmtc,parametric technology corp.,nasdaq
pnbk,patriot national bancorp inc.,nasdaq
pnfp,pinnacle financial partners,nasdaq
pnnt,pennantpark investment corp.,nasdaq
pnqi,nasdaq internet powershares,nasdaq
pnra,panera bread company,nasdaq
pnrg,primeenergy corp.,nasdaq
pntr,pointer telocation ltd,nasdaq
podd,insulet corp.,nasdaq
pool,pool corp.,nasdaq
pope,pope resources,nasdaq
powi,power integrations,nasdaq
powl,powell industries,nasdaq
powr,powersecure international inc,nasdaq
pozn,pozen,nasdaq
ppbi,pacific premier bancorp inc,nasdaq
ppc,pilgrim's pride corp.,nasdaq
pphm,peregrine pharmaceuticals inc.,nasdaq
praa,portfolio recovery associates,nasdaq
pran,prana biotechnology ltd,nasdaq
prcp,perceptron,nasdaq
prft,perficient,nasdaq
prfz,ftse rafi us 1500 small-mid powershares,nasdaq
prgn,paragon shipping inc.,nasdaq
prgs,progress software corp.,nasdaq
prgx,prgx global,nasdaq
prim,primoris services corp.,nasdaq
prkr,parkervision,nasdaq
prls,peerless systems corp.,nasdaq
prmw,primo water corp.,nasdaq
prov,provident financial holdings,nasdaq
prph,prophase labs,nasdaq
prsc,the providence service corp.,nasdaq
prss,cafepress inc.,nasdaq
prta,prothena corporation plc,nasdaq
prts,u.s. auto parts network,nasdaq
prxi,premier exhibitions,nasdaq
prxl,parexel international corp.,nasdaq
psau,global gold & prec metals powershares,nasdaq
psbh,psb holdings,nasdaq
pscc,s&p smallcap cnsmr staples powershares,nasdaq
pscd,s&p smallcap cnsmr discret powershares,nasdaq
psce,s&p smallcap energy powershares,nasdaq
pscf,s&p smallcap financials powershares,nasdaq
psch,s&p smallcap health care powershares,nasdaq
psci,s&p smallcap industrials powershares,nasdaq
pscm,s&p smallcap materials powershares,nasdaq
psct,s&p smallcap info tech powershares,nasdaq
pscu,s&p smallcap utilities powershares,nasdaq
psdv,psivida,nasdaq
psec,prospect capital corp.,nasdaq
psem,pericom semiconductor corp.,nasdaq
psix,power solutions inte,nasdaq
psmi,peregrine semiconductor corp.,nasdaq
psmt,pricesmart,nasdaq
pstb,park sterling bank,nasdaq
psti,pluristem therapeutics,nasdaq
pstr,postrock energy corp.,nasdaq
psun,pacific sunwear of california,nasdaq
ptct,ptc therapeutics inc.,nasdaq
ptek,pokertek,nasdaq
pten,patterson-uti energy,nasdaq
ptie,pain therapeutics,nasdaq
ptix,performance technologies inc.,nasdaq
ptla,portola pharmaceuticals inc.,nasdaq
ptnr,partner communications company ltd,nasdaq
ptnt,internet patents corp,nasdaq
ptry,the pantry,nasdaq
ptsi,p.a.m. transportation services,nasdaq
ptsx,point.360,nasdaq
ptx,golf trust of america,nasdaq
pulb,pulaski financial,nasdaq
pvfc,pvf capital,nasdaq
pvtb,privatebancorp,nasdaq
pvtbp,privatebancorp,nasdaq
pwod,penns woods bancorp,nasdaq
pwrd,perfect world co.,nasdaq
pwx,providence and worcester railroad,nasdaq
pxlw,pixelworks,nasdaq
pzza,papa john's international,nasdaq
pzzi,pizza inn,nasdaq
qaba,nasdaq aba community bank first trust,nasdaq
qada,qad inc.,nasdaq
qadb,qad inc.,nasdaq
qbak,qualstar corp.,nasdaq
qcco,qc holdings,nasdaq
qcln,nasdaq clean edge green first trust,nasdaq
qcom,qualcomm inc.,nasdaq
qcor,questcor pharmaceuticals,nasdaq
qcrh,qcr holdings,nasdaq
qdel,quidel corp.,nasdaq
qgen,qiagen n.v.,nasdaq
qiwi,qiwi plc,nasdaq
qkls,qkl stores,nasdaq
qlgc,qlogic corp.,nasdaq
qlik,qlik technologies inc.,nasdaq
qlti,qlt inc.,nasdaq
qlty,quality distribution,nasdaq
qlys,qualys inc.,nasdaq
qnst,quinstreet,nasdaq
qpacu,quinpario acquisition corp.,nasdaq
qqew,nasdaq-100 equal weight first trust,nasdaq
qqq,powershares qqq,nasdaq
qqqc,g-x nasdaq china technology etf,nasdaq
qqqx,nasdaq premium income and growth,nasdaq
qqxt,nasdaq-100 ex-tech sec first trust,nasdaq
qsii,quality systems,nasdaq
qtec,nasdaq-100 tech index first trust,nasdaq
qtww,quantum fuel systems technologies,nasdaq
quik,quicklogic corp.,nasdaq
rada,rada electronics industries limited,nasdaq
rail,freightcar america,nasdaq
rand,rand capital corp.,nasdaq
ravn,raven industries,nasdaq
rbcaa,republic bancorp,nasdaq
rbcn,rubicon technology,nasdaq
rbpaa,royal bancshares of pennsylvania,nasdaq
rcii,rent-a-center inc.,nasdaq
rckb,rockville financial,nasdaq
rcky,rocky brands,nasdaq
rcmt,rcm technologies,nasdaq
rcon,recon technology,nasdaq
rcpt,receptos inc.,nasdaq
rda,rda microelectronics,nasdaq
rdcm,radcom ltd,nasdaq
rden,elizabeth arden,nasdaq
rdhl,redhill biopharma ltd.,nasdaq
rdi,reading international inc,nasdaq
rdib,reading international inc,nasdaq
rdnt,radnet,nasdaq
rdwr,radware ltd,nasdaq
recn,resources connection,nasdaq
recv,recovery energy inc,nasdaq
redf,rediff.com india limited,nasdaq
refr,research frontiers inc.,nasdaq
regi,renewable energy group inc.,nasdaq
regn,regeneron pharmaceuticals,nasdaq
reis,reis inc,nasdaq
rell,richardson electronics,nasdaq
relv,reliv international inc,nasdaq
remy,remy intl inc,nasdaq
rent,rentrak corp.,nasdaq
rexi,resource america,nasdaq
rexx,rex energy corp.,nasdaq
rfil,rf industries,nasdaq
rfmd,rf micro devices,nasdaq
rgco,rgc resources inc.,nasdaq
rgdo,regado biosciences inc.,nasdaq
rgdx,response genetics,nasdaq
rgen,repligen corp.,nasdaq
rgld,royal gold,nasdaq
rgls,regulus therapeutics inc.,nasdaq
rick,rick's cabaret international,nasdaq
rigl,rigel pharmaceuticals,nasdaq
rimg,rimage corp.,nasdaq
ritt,rit technologies ltd,nasdaq
rivr,river valley bancorp.,nasdaq
rjet,republic airways holdings,nasdaq
rlje,rlj entertainment inc.,nasdaq
rloc,reachlocal,nasdaq
rlog,rand logistics,nasdaq
rmbs,rambus,nasdaq
rmcf,rocky mountain chocolate factory,nasdaq
rmgn,scg financial acquisition corp.,nasdaq
rmti,rockwell medical technologies,nasdaq
rna,prosensa holding b.v.,nasdaq
rnet,rignet,nasdaq
rnst,renasant corp.,nasdaq
rnwk,realnetworks,nasdaq
rock,gibraltar industries,nasdaq
rocm,rochester medical corp.,nasdaq
roia,radio one,nasdaq
roiak,radio one,nasdaq
roic,retail opportunity investments,nasdaq
roicu,retail opportunity investments,nasdaq
roicw,retail opportunity investments,nasdaq
roll,rbc bearings inc.,nasdaq
roma,roma financial corp.,nasdaq
rose,rosetta resources inc.,nasdaq
rosg,rosetta genomics ltd,nasdaq
rost,ross stores,nasdaq
rovi,rovi corp.,nasdaq
royl,royale energy,nasdaq
rp,realpage,nasdaq
rprx,repros therapeutics inc.,nasdaq
rprxw,repros therapeutics inc.,nasdaq
rprxz,repros therapeutics inc.,nasdaq
rptp,raptor pharmaceutical,nasdaq
rpxc,rpx corporation,nasdaq
rrd,r.r. donnelley & sons company,nasdaq
rrgb,red robin gourmet burgers,nasdaq
rrst,rrsat global communications network ltd,nasdaq
rsol,real goods solar,nasdaq
rsti,rofin-sinar technologies,nasdaq
rsys,radisys corp.,nasdaq
rtec,rudolph technologies,nasdaq
rtix,rti biologics,nasdaq
rtk,rentech,nasdaq
rue,rue21,nasdaq
rusha,rush enterprises,nasdaq
rushb,rush enterprises,nasdaq
ruth,ruth's hospitality group,nasdaq
rvbd,riverbed technology,nasdaq
rvlt,nexxus lighting,nasdaq
rvsb,riverview bancorp inc,nasdaq
ryaay,ryanair holdings plc,nasdaq
saas,incontact,nasdaq
saex,saexploration holdings inc.,nasdaq
safm,sanderson farms,nasdaq
saft,safety insurance group,nasdaq
saia,saia,nasdaq
sal,salisbury bancorp,nasdaq
